SPORT;TYPE;COMMUNE;NCOM;CAID_INS;CODE;LIEN_FICHE_DESCRIPTIVE;LIEN_PHOTOS;CATEGORIE;E;N
Lancer du javelot;Installations pour l'athlétisme;VERSOIX;6644;;6644.3.SA2;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-3.html;centre sportif;2500992.22;1128120.29
Saut en hauteur;Installations pour l'athlétisme;VERSOIX;6644;;6644.3.SA2;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-3.html;centre sportif;2500992.22;1128120.29
Saut en longueur;Installations pour l'athlétisme;VERSOIX;6644;;6644.3.SA2;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-3.html;centre sportif;2500992.22;1128120.29
Football;Terrain de football Versoix 1-3;VERSOIX;6644;;6644.3.SA5;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-3.html;centre sportif;2501089.25;1127874.28
Football;Terrain de football Versoix 2;VERSOIX;6644;;6644.3.SA6;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-3.html;centre sportif;2500993.25;1127910.28
Pétanque;Terrains de pétanque;VERSOIX;6644;;6644.3.SA18;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-3.html;centre sportif;2501041.24;1128023.28
Basketball;Zone polyvalente;VERSOIX;6644;;6644.3.SA19;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-3.html;centre sportif;2500998.25;1127990.28
Handball;Zone polyvalente;VERSOIX;6644;;6644.3.SA19;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-3.html;centre sportif;2500998.25;1127990.28
Volley-ball;Zone polyvalente;VERSOIX;6644;;6644.3.SA19;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-3.html;centre sportif;2500998.25;1127990.28
Arts Martiaux;Salle de gymnastique;VERSOIX;6644;;6644.5.SA8;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-5.html;zone de sport;2501868.28;1126667.21
Basketball;Salle de gymnastique;VERSOIX;6644;;6644.5.SA8;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-5.html;zone de sport;2501868.28;1126667.21
Capoeira;Salle de gymnastique;VERSOIX;6644;;6644.5.SA8;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-5.html;zone de sport;2501868.28;1126667.21
Danse;Salle de gymnastique;VERSOIX;6644;;6644.5.SA8;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-5.html;zone de sport;2501868.28;1126667.21
Gymnastique;Salle de gymnastique;VERSOIX;6644;;6644.5.SA8;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-5.html;zone de sport;2501868.28;1126667.21
Badminton;Salle de gymnastique 1-3;VERSOIX;6644;;6644.6.SA10;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-6.html;zone de sport;2501698.30;1126071.18
Basketball;Salle de gymnastique 1-3;VERSOIX;6644;;6644.6.SA10;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-6.html;zone de sport;2501698.30;1126071.18
Gymnastique;Salle de gymnastique 1-3;VERSOIX;6644;;6644.6.SA10;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-6.html;zone de sport;2501698.30;1126071.18
Handball;Salle de gymnastique 1-3;VERSOIX;6644;;6644.6.SA10;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-6.html;zone de sport;2501698.30;1126071.18
Tennis;Salle de gymnastique 1-3;VERSOIX;6644;;6644.6.SA10;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-6.html;zone de sport;2501698.30;1126071.18
Volley-ball;Salle de gymnastique 1-3;VERSOIX;6644;;6644.6.SA10;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-6.html;zone de sport;2501698.30;1126071.18
Badminton;Salle de gymnastique 2;VERSOIX;6644;;6644.6.SA9;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-6.html;zone de sport;2501701.31;1126051.17
Basketball;Salle de gymnastique 2;VERSOIX;6644;;6644.6.SA9;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-6.html;zone de sport;2501701.31;1126051.17
Gymnastique;Salle de gymnastique 2;VERSOIX;6644;;6644.6.SA9;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-6.html;zone de sport;2501701.31;1126051.17
Handball;Salle de gymnastique 2;VERSOIX;6644;;6644.6.SA9;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-6.html;zone de sport;2501701.31;1126051.17
Tennis;Salle de gymnastique 2;VERSOIX;6644;;6644.6.SA9;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-6.html;zone de sport;2501701.31;1126051.17
Volley-ball;Salle de gymnastique 2;VERSOIX;6644;;6644.6.SA9;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-6.html;zone de sport;2501701.31;1126051.17
Athlétisme;Terrain extérieur;VERSOIX;6644;;6644.6.SA20;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-6.html;zone de sport;2501589.29;1126141.19
Basketball;Terrain extérieur;VERSOIX;6644;;6644.6.SA20;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-6.html;zone de sport;2501589.29;1126141.19
Football;Terrain extérieur;VERSOIX;6644;;6644.6.SA20;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-6.html;zone de sport;2501589.29;1126141.19
Volley-ball;Terrain extérieur;VERSOIX;6644;;6644.6.SA20;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-6.html;zone de sport;2501589.29;1126141.19
Badminton;Salle de gymnastique;VERSOIX;6644;;6644.7.SA11;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-7.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-7.html;zone de sport;2501627.29;1126188.18
Basketball;Salle de gymnastique;VERSOIX;6644;;6644.7.SA11;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-7.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-7.html;zone de sport;2501627.29;1126188.18
Gymnastique;Salle de gymnastique;VERSOIX;6644;;6644.7.SA11;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-7.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-7.html;zone de sport;2501627.29;1126188.18
Volley-ball;Salle de gymnastique;VERSOIX;6644;;6644.7.SA11;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-7.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-7.html;zone de sport;2501627.29;1126188.18
Basketball;Salle de gymnastique;VERSOIX;6644;;6644.8.SA12;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-8.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-8.html;zone de sport;2501706.26;1127544.27
Gymnastique;Salle de gymnastique;VERSOIX;6644;;6644.8.SA12;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-8.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-8.html;zone de sport;2501706.26;1127544.27
Handball;Salle de gymnastique;VERSOIX;6644;;6644.8.SA12;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-8.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-8.html;zone de sport;2501706.26;1127544.27
Volley-ball;Salle de gymnastique;VERSOIX;6644;;6644.8.SA12;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-8.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-8.html;zone de sport;2501706.26;1127544.27
Tir à feu;Stand de tir à feu;VERSOIX;6644;;6644.9.SA13;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6644-9.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6644-9.html;stand;2500000.25;1128300.29
Basketball;Salle de gymnastique (grande);VEYRIER;6645;;6645.1.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6645-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6645-1.html;zone de sport;2502872.42;1113611.27
Football;Salle de gymnastique (grande);VEYRIER;6645;;6645.1.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6645-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6645-1.html;zone de sport;2502872.42;1113611.27
Gymnastique;Salle de gymnastique (grande);VEYRIER;6645;;6645.1.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6645-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6645-1.html;zone de sport;2502872.42;1113611.27
Handball;Salle de gymnastique (grande);VEYRIER;6645;;6645.1.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6645-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6645-1.html;zone de sport;2502872.42;1113611.27
Tennis;Salle de gymnastique (grande);VEYRIER;6645;;6645.1.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6645-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6645-1.html;zone de sport;2502872.42;1113611.27
Volley-ball;Salle de gymnastique (grande);VEYRIER;6645;;6645.1.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6645-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6645-1.html;zone de sport;2502872.42;1113611.27
Basketball;Salle de gymnastique (petite);VEYRIER;6645;;6645.1.SA2;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6645-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6645-1.html;zone de sport;2502962.42;1113661.27
Gymnastique;Salle de gymnastique (petite);VEYRIER;6645;;6645.1.SA2;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6645-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6645-1.html;zone de sport;2502962.42;1113661.27
Volley-ball;Salle de gymnastique (petite);VEYRIER;6645;;6645.1.SA2;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6645-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6645-1.html;zone de sport;2502962.42;1113661.27
Basketball;Terrain de basketball;VEYRIER;6645;;6645.1.SA4;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6645-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6645-1.html;zone de sport;2502827.42;1113587.26
Football;Terrain de football;VEYRIER;6645;;6645.1.SA3;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6645-1.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6645-1.html;zone de sport;2502762.42;1113580.26
Tennis de table;Salle de tennis de table;VEYRIER;6645;;6645.10.SA16;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6645-10.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6645-10.html;salle;2502900.42;1113491.27
Tir à feu;Stand de tir à feu;VEYRIER;6645;;6645.2.SA5;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6645-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6645-2.html;stand;2501995.44;1114383.24
Tir à l'arc;Stand de tir à l'arc;VEYRIER;6645;;6645.3.SA6;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6645-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6645-3.html;stand;2501306.47;1115134.23
Tennis;Courts de tennis;VEYRIER;6645;;6645.5.SA12;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6645-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6645-5.html;centre sportif;2501681.45;1114173.24
Tennis;Courts de tennis;VEYRIER;6645;;6645.5.SA21;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6645-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6645-5.html;centre sportif;2501642.45;1114090.24
Tennis;Mur d'entraînement de tennis;VEYRIER;6645;;6645.5.SA25;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6645-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6645-5.html;centre sportif;2501690.45;1114202.24
Skate-board;Piste de skate-board;VEYRIER;6645;;6645.5.SA15;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6645-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6645-5.html;centre sportif;2501633.45;1114139.24
Beach-volley;Terrain de beach-volley;VEYRIER;6645;;6645.5.SA13;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6645-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6645-5.html;centre sportif;2501658.45;1114107.24
Football;Terrain de football Grand Donzel 1;VEYRIER;6645;;6645.5.SA24;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6645-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6645-5.html;centre sportif;2501752.45;1114133.24
Football;Terrain de football Grand Donzel 2;VEYRIER;6645;;6645.5.SA22;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6645-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6645-5.html;centre sportif;2501815.45;1114084.24
Pétanque;Terrain de pétanque;VEYRIER;6645;;6645.5.SA19;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6645-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6645-5.html;centre sportif;2501629.45;1114169.24
Volley-ball;Terrain de volley-ball;VEYRIER;6645;;6645.5.SA14;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6645-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6645-5.html;centre sportif;2501614.45;1114149.24
Tennis;Courts de tennis;VEYRIER;6645;;6645.6.SA26;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6645-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6645-6.html;centre sportif;2502009.46;1115408.24
Beach-volley;Terrain de beach-volley;VEYRIER;6645;;6645.6.SA30;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6645-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6645-6.html;centre sportif;2501934.46;1115686.24
Football;Terrain de football Vessy A;VEYRIER;6645;;6645.6.SA28;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6645-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6645-6.html;centre sportif;2501432.47;1115368.23
Football;Terrain de football Vessy H;VEYRIER;6645;;6645.6.SA39;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6645-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6645-6.html;centre sportif;2501501.46;1115426.23
Football américain;Terrain de rugby;VEYRIER;6645;;6645.6.SA27;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6645-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6645-6.html;centre sportif;2501861.46;1115637.24
Rugby;Terrain de rugby;VEYRIER;6645;;6645.6.SA27;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6645-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6645-6.html;centre sportif;2501861.46;1115637.24
Football;Terrains de football Vessy B-C-D-E;VEYRIER;6645;;6645.6.SA31;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6645-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6645-6.html;centre sportif;2501622.46;1115621.23
Baseball;Zone polyvalente;VEYRIER;6645;;6645.6.SA29;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6645-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6645-6.html;centre sportif;2501718.47;1115824.23
Boomerang;Zone polyvalente;VEYRIER;6645;;6645.6.SA29;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6645-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6645-6.html;centre sportif;2501718.47;1115824.23
Football;Zone polyvalente;VEYRIER;6645;;6645.6.SA29;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6645-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6645-6.html;centre sportif;2501718.47;1115824.23
